0,1,2,3,4,5,6,info
16,http://vybary2019.by/candidates/016-2.html,"МАЗАН
Сергей Анатольевич",1989,шеф-повар общества с ограниченной ответственностью «РестфудГрупп»,член Белорусской социал-демократической партии (Грамада),политическая партия,"Родился 18 сентября 1989 года в деревне Хорск Столинского района Брестской области.
В 2008 году окончил УО «Лунинецкий государственный профессионально-технический колледж сельскохозяйственного производства» по учебной специальности «Общественное питание». В 2011 году – УО «Витебский государственный индустриально-педагогический колледж» по специальности «Производство продукции и организация общественного питания».
Работал в совместном обществе с ограниченной ответственностью  «Златка».
С апреля 2019 года по настоящее время работает шеф-поваром общества с ограниченной ответственностью «РестфудГрупп».
Является координатором по Столинскому району частного образовательного социально-информационного учреждения «За свой город».
Член Белорусской социал-демократической партии (Грамада).
Холост, детей нет."
16,http://vybary2019.by/candidates/016-3.html,"МИХАЛЬЧУК
Виктор Викторович",1991,коммерческий директор ООО «Беллесинтертранс»,член Либерально-демократической партии,политическая партия,"Родился 15 июля 1991 года в городе Пинске Брестской области.
C 2009 по 2013 годы обучался в УО «Белорусский государственный экономический университет» по специальности «Финансы и кредит».
В 2014 году окончил магистратуру УО «Белорусский государственный экономический университет». В настоящее время является аспирантом УО «Белорусский государственный экономический университет».
Трудовую деятельность начал в 2012 году в банковской системе Республики Беларусь. Работал в закрытом акционерном обществе «Минский транзитный банк» (2012-2015 гг.), закрытом акционерном обществе «Альфа-Банк» (2015-2016 гг.), закрытом акционерном обществе «Идея Банк» (2017-2018 гг.).
С июня 2018 года по настоящее время является коммерческим директором общества с ограниченной ответственностью «Беллесинтертранс».
Является народным заседателем Партизанского суда г. Минска.
Член Либерально-демократической партии.
Холост, детей нет."
17,http://vybary2019.by/candidates/017-1.html,"ГЕРУЦКИЙ
Константин Викторович",1970,заместитель директора по коммерческим вопросам УП «Фабрика «Спектр упаковки»,член Коммунистической партии Беларуси,политическая партия,"Родился 20 октября 1970 года.
Образование высшее, окончил Витебский государственный технологический университет по специальностям «Технология машиностроения», «Финансовый менеджмент», учреждение образования Федерации профсоюзов Беларуси «Международный университет «МИТСО» по специальности «Правоведение».
Заместитель директора по коммерческим вопросам унитарного производственно-торгового предприятия «Фабрика «Спектр упаковки».
Член Коммунистической партии Беларуси."
17,http://vybary2019.by/candidates/017-2.html,"ЕГОРОВ
Дмитрий Александрович",1978,директор ДКУП «Туристско-гостиничный комплекс «Лучеса»,беспартийный,трудовой коллектив,"Родился 3 мая 1978 года.
Образование высшее, окончил Витебский государственный технологический университет по специальности «Маркетинг», Академию управления при Президенте Республики Беларусь по специальности «Информационные технологии в государственном управлении».
Директор дочернего коммунального унитарного предприятия «Туристско-гостиничный комплекс «Лучеса».
Беспартийный.
Женат. Воспитывает сына."
17,http://vybary2019.by/candidates/017-3.html,"ИЛЬИНЕЦ
Александр Игоревич",1976,временно не работает,член партии БНФ,политическая партия,"Родился 8 декабря 1976 года.
Образование высшее, окончил учреждение образование «Витебский государственный университет имени П.М.Машерова» по специальности «Правоведение».
Временно не работает. В 2018-2019 гг. работал юрисконсультом в ООО «Юридическое антикризисное агентство «ВИТКОНСАЛТ».
Член партии БНФ."
17,http://vybary2019.by/candidates/017-4.html,"НИКОЛАЙКИН
Виктор Павлович",1961,председатель Витебского городского исполнительного комитета,беспартийный,"сбор подписей избирателей,
трудовой коллектив","Родился 19 сентября 1961 года.
Образование высшее, с отличием окончил Белорусский политехнический институт по специальности «Организация и безопасность дорожного движения», Академию управления при Президенте Республики Беларусь по специальности «Государственное и местное управление».
Председатель Витебского городского исполнительного комитета.
Награжден орденом Почета.
Беспартийный.
Женат. Имеет двух сыновей."
17,http://vybary2019.by/candidates/017-5.html,"РЫСЕВ
Сергей Михайлович",1970,"директор
ООО «ЮСТИНОР»",член Либерально-демократической партии,политическая партия,"Родился 18 августа 1970 года.
Образование высшее, окончил Минское высшее инженерное зенитное ракетное училище противовоздушной обороны по специальности «Радиотехнические средства», учреждение образования «Полоцкий государственный университет» по специальности «Промышленное и гражданское строительство». 
Директор общества с ограниченной ответственностью «Юстинор».
Член либерально-демократической партии."
18,http://vybary2019.by/candidates/018-1.html,"АВТУХОВА
Татьяна Анатольевна",1965,директор средней школы № 45 г. Витебска,беспартийная,"сбор подписей избирателей,
трудовой коллектив","Родилась 21 сентября 1965 года в д.Застодолье Сенненского района Витебской области.
Образование высшее, окончила Витебский государственный педагогический институт имени С.М.Кирова по специальности «Педагогика и методика начального образования». Директор государственного учреждения образования «Средняя школа № 45 г.Витебска».
Депутат Витебского областного Совета депутатов.
Беспартийная, член РОО «Белая Русь».
Замужем, имеет дочь."
18,http://vybary2019.by/candidates/018-2.html,"ГАВРУТИКОВ
Алексей Александрович",1957,ведущий юрисконсульт ЧТУП «ВитоптЭлектро»,член Партии БНФ,политическая партия,"Родился 1 сентября 1957 года в г.Витебске.
Образование высшее, окончил Белорусский государственный университет по специальности «Физика», Белорусский негосударственный институт правоведения. Ведущий юрисконсульт частного предприятия «ВитоптЭлектро».
Избирался депутатом Витебского городского Совета депутатов. Член Партии БНФ, член общественной организации «Рух «За Свабоду».
Женат, имеет двоих дочерей."
18,http://vybary2019.by/candidates/018-3.html,"ЕГОРЕНКОВ
Юрий Геннадьевич",1979,"директор
ООО «Таганское»",член Либерально-демократической партии,политическая партия,"Родился 8 января 1979 года в г.Чашники Витебской области.
Образование высшее, окончил негосударственное образовательное учреждение высшего профессионального образования «Международный юридический институт» по специальности «Юриспруденция». Директор  ООО «Таганское».
Заместитель председателя Витебской областной Либерально-демократической партии.
Женат, воспитывает дочь."
18,http://vybary2019.by/candidates/018-6.html,"ЯСКЕВИЧ
Ирина Григорьевна",1963,директор ООО «Витебский деловой партнер»,член Объединенной гражданской партии,политическая партия,"Родилась 17 января 1963 года в г.Старые дороги Минской области.
Окончила Витебский технологический техникум по специальности «Моделирование и конструирование одежды». Директор ООО «Витебский деловой партнер». Член общественно-консультативного Совета Витебской области.
Член Объединенной Гражданской партии.
Имеет двоих детей."
19,http://vybary2019.by/candidates/019-1.html,"ГОРВАЛЬ
Светлана Александровна",1986,директор ОАО «Витебский универмаг»,беспартийная,"сбор подписей избирателей, трудовой коллектив","25 августа 1986 года рождения, образование высшее, в 2008 году окончила учреждение образования «Гродненский государственный университет имени Янки Купалы» по специальности «Коммерческая деятельность», директор открытого акционерного общества «Витебский универмаг»,  проживает в городе Витебске, депутат Витебского областного Совета депутатов двадцать восьмого созыва, член республиканского общественного объединения «Белая Русь», беспартийная.
В 2018 году присвоено почетное звание «Витебчанин года».
Замужем, воспитывает дочь."
19,http://vybary2019.by/candidates/019-2.html,"КАРАВАШКИНА
Ольга Александровна",1971,осуществляет уход за инвалидом I группы,член Белорусской партии левых «Справедливый мир»,политическая партия,"25 июля 1971 года рождения, образование среднее специальное, в 1990 году окончила Витебское медицинское училище по специальности сестринское дело, назначено пособие по уходу за инвалидом 1 группы управлением социальной защиты Железнодорожного района г. Витебска, проживает в городе Витебске, член Белорусской партии левых «Справедливый мир».
Замужем, имеет двоих сыновей."
19,http://vybary2019.by/candidates/019-3.html,"МАТВЕЕВ
Александр Олегович",1972,водитель ПУП «Витебсквторчермет»,член Коммунистической партии Беларуси,политическая партия,"5 октября 1972 года рождения, образование высшее, в 2013 году окончил учреждение образования «Витебская ордена «Знак Почета» государственная академия ветеринарной медицины»  по специальности «Зоотехния», водитель автомобиля производственного унитарного предприятия «Витебсквторчермет», проживает в городе Витебске, член Коммунистической партии Беларуси.
Женат. Воспитывает двоих сыновей."
19,http://vybary2019.by/candidates/019-4.html,"МИРСАЛИМОВА
Эльвира Эльдаровна",1981,специалист по маркетингу ООО «Гидропресс»,член Республиканской партии труда и справедливости,политическая партия,"12 апреля 1981 года рождения, образование высшее, в 2006 году окончила  учреждение образования «Витебский государственный университет имени П.М. Машерова» по специальности «педагогика и психология дошкольная», работает по договору подряда в ООО «Гидропресс», проживает в городе Витебске, член Республиканской партии труда и справедливости.
Замужем, воспитывает  троих  дочерей."
19,http://vybary2019.by/candidates/019-5.html,"НАУМОВИЧ
Максим Дмитриевич",1981,"заместитель директора по производству унитарного предприятия «Элект» ОО «БелТИЗ», 
	заместитель директора по коммерческим вопросам ОАО «Данко»",член Либерально-демократической партии,политическая партия,"14 октября 1981 года рождения, образование высшее, в 2003 году окончил учреждение образования «Витебский  государственный технологический университет» по специальности «Менеджмент», в 2009 году окончил «Академию управления  при Президенте Республики Беларусь» по специальности «Государственное управление и экономика», заместитель генерального директора  по производству производственного унитарного предприятия «Элект» ОО БелТИЗ», заместитель директора по коммерческим вопросам ОАО «Данко», проживает в городе Витебске, член либерально –демократической партии.
Воспитывает сына в возрасте одного года."
19,http://vybary2019.by/candidates/019-6.html,"СИМАНКОВИЧ
Владимир Альфредович",1965,ремесленник,член Партии БНФ,политическая партия,"16 чэрвеня 1965 года нараджэння, адукацыя вышэйшая, у 1989 годзе скончыў  установу адукацыі «Віцебскі тэхналагічны інстытут лёгкай прамысловасці» па спецыяльнасці «машыны і апараты лёгкай прамысловасці», рамеснiк, жыве ў г.Вiцебску, сябра партыі БНФ, член праваабаронча-асветніцкага грамадскага аб'яднання «РУХ «За Свабоду»"
20,http://vybary2019.by/candidates/020-1.html,"ЕГОРОВ
Алексей Владимирович",1969,ректор Витебского государственного университета имени П.М.Машерова,беспартийный,"сбор подписей избирателей, трудовой коллектив","Нарадзіўся 16 снежня 1969 года.
У 1995 годзе з адзнакай скончыў Украінскую дзяржаўную юрыдычную акадэмію па спецыяльнасці «правазнаўства», у 2017 годзе — дактарантуру Маскоўскай дзяржаўнай юрыдычнай акадэміі. Кандыдат юрыдычных навук, дацэнт. Прайшоў шлях ад выкладчыка да рэктара ўніверсітэта. З 2014 года — рэктар установы адукацыі “Віцебскі дзяржаўны ўніверсітэт імя П. М. Машэрава”.
Узнагароджаны Нагрудным знакам Міністэрства адукацыі Рэспублікі Беларусь “Выдатнік адукацыі”.
Беспартыйны.
Жанаты. Выхоўвае двух сыноў.
Пражывае ў г. Віцебску."
20,http://vybary2019.by/candidates/020-2.html,"ИНЦ
Евгений Петрович",1955,пенсионер,член Белорусской партии левых «Справедливый мир»,политическая партия,"Нарадзіўся 1 сакавіка 1955 года. Працаваў токарам на Віцебскім заводзе заточных станкоў.
У 2003 годзе скончыў установу адукацыі “Віцебскі дзяржаўны ўніверсітэт імя. П. М. Машэрава” па спецыяльнасці «правазнаўства».
Пенсіянер.
Член Беларускай партыі левых “Справядлівы свет”.
Пражывае ў г. Віцебску."
20,http://vybary2019.by/candidates/020-3.html,"КРАСАКОВА
Татьяна Владимировна",1985,первый секретарь Витебского городского комитета ОО «Белорусский республиканский союз молодежи»,беспартийная,трудовой коллектив,"Нарадзілася 16 сакавіка 1985 года.
У 2007 годзе з адзнакай скончыла ўстанову адукацыі “Віцебскі дзяржаўны ўніверсітэт імя П. М. Машэрава” па спецыяльнасці «сацыяльная работа».
Працавала педагогам-псіхолагам у школе. З 2015 года — першы сакратар Віцебскай гарадской арганізацыі Грамадскага аб’яднання “Беларускі рэспубліканскі саюз моладзі”.
Беспартыйная.
Не замужам.
Пражывае ў г. Віцебску."
20,http://vybary2019.by/candidates/020-4.html,"НИЩИМЕНКО
Сергей Аркадьевич",1971,"заместитель главного инженера
ООО «Строительная компания РУМстрой»",член Коммунистической партии Беларуси,политическая партия,"Нарадзіўся 9 лістапада 1971 года.
У 1994 годзе скончыў Наваполацкі політэхнічны інстытут па спецыяльнасці «прамысловае і грамадзянскае будаўніцтва». Прайшоў працоўны шлях ад рабочага да кіраўніка прадпрыемства.
З кастрычніка 2019 года — намеснік генеральнага дырэктара па будаўніцтву таварыства з абмежаванай адказнасцю “Будаўнічая кампанія “РУМстрой”.
Член Камуністычнай партыі Беларусі.
Жанаты, выхоўвае двух сыноў.
Пражывае ў г. Віцебску."
21,http://vybary2019.by/candidates/021-1.html,"ЛЫХОЛАТ
Максим Александрович",1983,заместитель начальника отдела землеустройства Городокского районного исполнительного комитета,член Коммунистической партии Беларуси,политическая партия,"Нарадзіўся 31 ліпеня 1983 г. у гарадскім пасёлку Езярышча Гарадоцкага раёна Віцебскай вобласці. Беларус.
Працоўную дзейнасць пачаў пасля заканчэння Гарадоцкага дзяржаўнага аграрна-тэхнічнага каледжа на пасадзе галоўнага
інжынера КУСГП “Смалоўка” Гарадоцкага раёна, затым – інжынер
КУСГП імя Дзімітрава. З 2008 г. па 2010 г. працаваў лесніком Езярышчанскага лясніцтва.
У 2009 г. закончыў Беларускую дзяржаўную сельскагаспадарчую акадэмію па спецыяльнасці “тэхнічнае забеспячэнне працэсаў
сельскагаспадарчай вытворчасці”, у 2016 г. атрымаў спецыяльнасць
“землеўпарадкаванне”.
У цяперашні час працуе намеснікам начальніка аддзела
землеўпарадкавання Гарадоцкага райвыканкама.
Раней быў абраны дэпутатам Езярышчанскага сельскага Савета дэпутатаў, з’яўляецца дэпутатам Гарадоцкага раённага Савета
дэпутатаў 28 склікання.
Узначальвае грамадскае аб’яднанне “Віцебскі абласны гісторыка-патрыятычны пошукавы клуб
“Полымя”.
Жыве ў г. Гарадку, член Камуністычнай партыі Беларусі.
Жанаты, мае сына."
21,http://vybary2019.by/candidates/021-2.html,"ПОЛЯКОВА 
Ирина Михайловна",1979,председатель Витебской районной профсоюзной организации Белорусского профессионального союза работников агропромышленного комплекса,беспартийная,"сбор подписей избирателей,
трудовой коллектив","Нарадзілася 4 сакавіка 1979 г. у гарадскім пасёлку Карма Гомельскай вобласці. Беларуска.
Мае вышэйшую адукацыю. У 2002 г. скончыла Віцебскі
дзяржаўны ўніверсітэт імя П. М. Машэрава па спецыяльнасці
“гісторыя і беларуская мова і літаратура”, у 2007 г. атрымала спецыяльнасць “дзяржаўнае і мясцовае кіраванне” ў Акадэміі кіравання
пры Прэзідэнце Рэспублікі Беларусь.
Працоўную дзейнасць пачала асістэнтам кафедры ўстановы
адукацыі “Віцебская ордэна “Знак Пашаны” дзяржаўная акадэмія
ветэрынарнай медыцыны”, працавала выхавальнікам Бабініцкага
дзіцячага сада, з 2004 г. па 2017 г. – намеснікам старшыні сельскагаспадарчага вытворчага кааператыва “Альгоўскае”.
З 2017 г. працуе старшынёй Віцебскай раённай прафсаюзнай
арганізацыі Беларускага прафесійнага саюза работнікаў аграпрамысловага комплексу.
Выбіралася дэпутатам Віцебскага раённага Савета дэпутатаў 27-га і 28-га скліканняў, дэпутатам
Бабініцкага сельскага Савета дэпутатаў 26-га, 27-га і 28-га скліканняў, старэйшына в. Падбярэззе.
Жыве ў в. Падбярэззе Віцебскага раёна, член рэспубліканскага грамадскага аб’яднання “Белая
Русь”.
Замужам, мае двух дзяцей."
21,http://vybary2019.by/candidates/021-3.html,"ФЕДЬКОВ
Григорий Сергеевич",1954,профессор кафедры изобразительного искусства Витебского государственного университета имени П.М.Машерова,член Либерально-демократической партии,политическая партия,"Нарадзіўся 4 студзеня 1954 г. у вёсцы Арцюхоўка Хоцімскага раёна Магілёўскай вобласці. Беларус.
Мае вышэйшую адукацыю, у 1979 г. закончыў Віцебскі дзяржаўны
педагагічны інстытут імя С. М. Кірава па спецыяльнасці “чарчэнне,
маляванне і працоўнае навучанне”, у 1992 г. – аспірантуру пры навукова-даследчым інстытуце мастацкага выхавання Расійскай акадэміі
адукацыі.
Працаваў загадчыкам Максімаўскага сельскага клуба, служыў
у радах Савецкай Арміі. З 1979 г. па 1988 г. працаваў у Магілёўскім
педагагічным інстытуце імя А. А. Куляшова, быў настаўнікам школы
№ 34 г. Магілёва, выкладчыкам Брэсцкага дзяржаўнага ўніверсітэта
імя А. С. Пушкіна. З 2000 г. працуе ў Віцебскім дзяржаўным
універсітэце імя П. М. Машэрава.
Мастак-жывапісец, педагог, кандыдат педагагічных навук, дацэнт, прафесар кафедры выяўленчага мастацтва ўстановы адукацыі “Віцебскі дзяржаўны ўніверсітэт
імя П. М. Машэрава”.
Жыве ў г. Віцебску, член Ліберальна-дэмакратычнай партыі.
Жанаты, мае дарослага сына."
21,http://vybary2019.by/candidates/021-4.html,"ЩЕМЛЁВ
Александр Михайлович",1957,временно не работает,член Белорусской социал-демократической партии (Грамада),политическая партия,"Нарадзіўся 20 мая 1957 г. у в. Крутое Гарадоцкага раёна Віцебскай вобласці. Беларус.
Мае вышэйшую адукацыю, у 1979 г. скончыў Віцебскі ветэрынарны інстытут па спецыяльнасці “ветэрынарыя”.
З 1979 г. па 1981 г. праходзіў службу ў радах Савецкай Арміі.
З 1981 г. па 1994 г. працаваў ветэрынарным урачом у гаспадарках Шумілінскага раёна.
Зараз часова не працуе.
Жыве ў в. Амбросавічы Шумілінскага раёна, член Беларускай сацыял-дэмакратычнай партыі (Грамада).
Халасты."
22,http://vybary2019.by/candidates/022-1.html,"АНДРЕЙЧЕНКО
Владимир Павлович",1949,Председатель Палаты представителей Национального собрания Республики Беларусь,беспартийный,"сбор подписей избирателей, трудовой коллектив","Родился 2 января 1949 года в д. Марьяново Лиозненского района Витебской области.
Образование высшее. В 1968 году окончил Лужеснянский сельскохозяйственный техникум по специальности агроном; в 1977 году – Великолукский сельскохозяйственный институт, ученый агроном; 
в 1988 году – Минскую высшую партийную школу, политолог.
В период с 1968 по 1970 год служил в рядах Советской Армии.
Трудовую деятельность начал в 1970 году агрономом Зубковского сельскохозяйственного спецотделения «Сельхозтехника» Лиозненского района. С 1972 по 1978 год работал инструктором Лиозненского РК КПБ, освобожденным секретарем парткома совхоза «Адаменки» Лиозненского района. В 1978 – 1981 годах – председатель колхоза имени Данукалова Лиозненского района, с 1981 по 1985 год – начальник управления сельского хозяйства Лиозненского районного исполнительного комитета.
В период с 1985 по 1987 год работал председателем Лиозненского исполнительного комитета районного Совета народных депутатов. С 1987 года – первый секретарь Верхнедвинского РК КПБ, председатель Верхнедвинского районного Совета народных депутатов – первый секретарь Верхнедвинского РК КПБ.
С 1991 по 1994 год – заместитель председателя Витебского областного исполнительного комитета, с 1994 по 2008 год -  председатель Витебского областного исполнительного комитета.
С октября 2008 года – Председатель Палаты представителей Национального собрания Республики Беларусь.
Имеет государственные награды: орден Отечества II степени, орден Отечества III степени, орден Дружбы (Российская Федерация), почетное звание «Заслуженный работник сельского хозяйства Республики Беларусь.
Женат. Воспитал двух детей. Беспартийный.
Проживает в г. Минске."
22,http://vybary2019.by/candidates/022-2.html,"ВАСИЛЬЕВА
Оливия Сергеевна",1986,осуществляет уход за ребенком-инвалидом в возрасте до 18 лет,член Республиканской партии труда и справедливости,политическая партия,"Родилась 15 октября 1986 года в городе Улан-Удэ Бурятской Автономной Советской Социалистической Республики Российской Федерации.
Образование высшее. В 2012 году окончила учреждение образования «Полоцкий государственный университет» по специальности промышленное и гражданское строительство.
Трудовую деятельность начала в 2012 году инженером производственно-технического отдела частного производственного унитарного предприятия «Эльтехногрупп».
В настоящее время осуществляет уход за ребенком-инвалидом в возрасте до 18 лет.
Член Республиканской партии труда и справедливости.
Воспитывает сына.
Проживает в г. Новополоцке."
22,http://vybary2019.by/candidates/022-3.html,"ТЕПЛЯКОВ
Игорь Петрович",1972,индивидуальный предприниматель,член Либерально-демократической партии,политическая партия,"Родился 19 октября 1972 года в городе Витебске.
Образование высшее. В 1990 году получил среднее профессионально-техническое образование по специальности «Машинист одноковшовых экскаваторов»; в 2013 году окончил Негосударственное аккредитованное частное образовательное учреждение высшего профессионального образования «Современная гуманитарная академия» г.Москва по направлению «юриспруденция».
В ноябре 1990 года был призван в вооружённые силы СССР, проходил службу в бригаде охраны Центрального Аппарата Министерства Обороны и Генерального Штаба СССР. В январе 1992 года переведён в 103-ю гвардейскую воздушно-десантную дивизию, 317 полк г.Витебск.
С 1993 года работал на разных должностях, прошёл путь от простого рабочего до руководителя среднего звена.
С 2014 года работает председателем правления садоводческого товарищества «Лучёса» Первомайского района города Витебска, а также является индивидуальным предпринимателем в сфере дополнительного образования.
С 2005 года состоит в рядах Либерально-демократической партии, с 2018 года руководит Витебской областной организацией Либерально-демократической партии, избран членом Центрального  Комитета ЛДПБ.
Женат. Воспитал дочь.
Проживает в г.Витебске."
22,http://vybary2019.by/candidates/022-4.html,"ШУЛЬГАТ
Ядвига Иосифовна",1962,председатель Докшицкого районного объединения профсоюзов,беспартийная,трудовой коллектив,"Родилась 17 декабря 1962 года в д.Лисовичи Докшицкого района Витебской области.
Образование высшее. В 1988 году окончила Витебский государственный педагогический институт им. С.М.Кирова по специальности педагогика и методика начального обучения.
Трудовую деятельность начала в 1980 году старшей пионервожатой Парафьяновской средней школы Докшицкого района. С 1982 по 2005 год работала учителем начальных классов в  Матеевской, Нестеровщинской, Барсуковской, Юхновской, Прудникской школах Докшицкого района. С 2005 по 2010 год – директор учреждения образования «Прудникская государственная общеобразовательная базовая школа-сад Докшицкого района».
С 2010 по 2015 год возглавляла районную организацию профсоюза работников образования и науки Докшицкого района.
С января 2015 года - председатель Докшицкого районного объединения профсоюзов.
Замужем. Воспитала двух сыновей. Беспартийная.
Проживает в г.Докшицы."
23,http://vybary2019.by/candidates/023-1.html,"БУЙЛОВ
Андрей Владимирович",1984,директор средней школы № 2 г.п.Бешенковичи,беспартийный,трудовой коллектив,"Родился 14 октября 1984 года в д.Заполье Бешенковичского района Витебской области.
Имеет высшее образование. В 2007 году окончил учреждение образования «Витебский государственный университет имени П.М. Машерова» по специальности «История. Социально-политические дисциплины», в 2013 году – Академию управления при Президенте Республики Беларусь по специальности «Государственное управление и право». Работал в учреждениях образования Бешенковичского района.
С 2015 года по настоящее время работает директором государственного учреждения образования «Средняя школа №2 г.п.Бешенковичи».
Женат, проживает в г.п.Бешенковичи, беспартийный."
23,http://vybary2019.by/candidates/023-2.html,"ГРЕЧКО
Андрей Евгеньевич",1988,начальник конструкторского отдела ООО «Гидропресс»,член Республиканской партии труда и справедливости,политическая партия,"Родился 30 июля 1988 года в г.Харькове, Украина.
Имеет высшее образование. В 2011 году окончил учреждение образования «Полоцкий государственный университет» по специальности «Технология машиностроения».
Трудовую деятельность начал с 2011 года в ОАО «Борисовский завод Автогидроусилитель», прошёл путь от инженера-технолога до начальника бюро.
С 2014 года работает в ООО «Гидропресс», с 2018 года − начальником конструкторского отдела ООО «Гидропресс».
Женат, проживает в г.Полоцке, член Республиканской партии труда и справедливости."
23,http://vybary2019.by/candidates/023-3.html,"ЛЕВАЧЁВ
Егор Васильевич",1993,работает по договору возмездного оказания услуг в ООО «Анкор кадровые решения»,беспартийный,сбор подписей избирателей,"Родился 29 сентября 1993 года в д.Фролковичи Бешенковичского района Витебской области.
Имеет высшее образование. В 2015 году окончил Белорусский государственный университет по специальности «География (научно-педагогическая деятельность)», в 2016 году – магистратуру Белорусского государственного университета, имеет степень магистра географических наук. Работал в учреждениях образования.
С декабря 2018 года работает по договору возмездного оказания услуг в ООО «АНКОР Кадровые решения».
Женат, проживает в г.п.Бешенковичи, беспартийный, член РИПОО «Говори правду»."
